,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
381,amapa,32,BR,1608481849,41,1.0,-52.0,93.18,5.57
382,akhalgori,0,GE,1608481849,75,42.13,44.48,41.0,8.05
383,podhum,0,BA,1608481849,76,43.72,17.0,48.2,2.24
384,raudeberg,80,NO,1608481849,84,61.99,5.14,46.0,29.42
385,saint-pierre,19,RE,1608481850,78,-21.34,55.48,78.8,16.11
386,mount gambier,75,AU,1608481850,81,-37.83,140.77,51.8,9.17
387,porto novo,40,BJ,1608481850,79,6.5,2.6,86.0,12.75
388,samarai,45,PG,1608481850,78,-10.62,150.67,80.91,2.64
389,kieta,99,PG,1608481850,77,-6.22,155.63,79.74,3.67
390,la sarre,94,CA,1608481850,97,48.8,-79.2,32.25,11.7
391,saint-francois,46,FR,1608481851,87,46.42,3.91,48.2,3.36
392,atyrau,90,KZ,1608481771,92,47.12,51.88,19.4,11.18
393,pringsewu,89,ID,1608481851,91,-5.36,104.97,73.56,2.93
394,shache,63,CN,1608481851,94,38.42,77.24,16.0,1.63
395,talnakh,85,RU,1608481851,73,69.49,88.4,-31.0,6.71
396,mbandaka,89,CD,1608481852,87,0.05,18.26,76.03,4.36
397,atherton,46,GB,1608481852,77,53.52,-2.49,45.0,1.01
398,santa lucia,75,ES,1608481852,68,27.91,-15.54,69.8,11.41
399,santa cruz,75,BO,1608481730,66,-17.8,-63.17,87.8,16.11
400,shahreza,0,IR,1608481852,71,32.03,51.88,39.04,2.01
401,te anau,100,NZ,1608481853,90,-45.42,167.72,45.99,2.62
402,isetskoye,82,RU,1608481853,86,56.49,65.32,9.18,17.76
403,abu dhabi,0,AE,1608481827,53,24.47,54.37,73.4,10.29
404,bandarbeyla,54,SO,1608481853,79,9.49,50.81,76.14,21.63
405,lata,40,PT,1608481853,77,40.16,-8.33,61.0,8.05
406,pierre,67,US,1608481853,59,44.37,-100.35,43.68,14.16
407,maragogi,0,BR,1608481853,65,-9.01,-35.22,83.08,14.16
408,eyl,57,SO,1608481854,66,7.98,49.82,78.06,20.33
409,buraydah,40,SA,1608481563,82,26.33,43.98,62.6,9.17
410,hofn,20,IS,1608481854,64,64.25,-15.21,33.8,9.17
411,aswan,23,EG,1608481854,27,24.09,32.91,69.12,11.41
412,sorong,92,ID,1608481854,75,-0.88,131.25,82.42,7.27
413,lom sak,21,TH,1608481854,70,16.78,101.24,61.11,4.56
414,looc,45,PH,1608481854,83,12.26,121.99,80.11,9.75
415,naifaru,90,MV,1608481855,78,5.44,73.37,83.05,21.59
416,mayo,90,US,1608481855,81,38.89,-76.51,43.0,11.41
417,luwuk,99,ID,1608481587,73,-0.95,122.79,79.59,3.11
418,barra dos coqueiros,0,BR,1608481855,66,-10.91,-37.04,86.0,16.11
419,emba,3,KZ,1608481855,85,48.83,58.14,-5.55,8.21
420,peniche,58,PT,1608481855,81,39.36,-9.38,61.0,10.0
421,kaitangata,98,NZ,1608481856,86,-46.28,169.85,54.0,13.0
422,nhulunbuy,100,AU,1608481856,94,-12.23,136.77,78.8,9.24
423,puerto madero,40,MX,1608481856,65,14.72,-92.42,82.4,10.22
424,sikonge,75,TZ,1608481856,88,-5.63,32.77,68.0,5.82
425,gondanglegi,100,ID,1608481856,85,-7.75,112.01,74.39,5.95
426,acapulco,40,MX,1608481856,74,16.86,-99.89,82.4,4.12
427,vardo,90,NO,1608481856,92,70.37,31.11,26.6,17.22
428,antofagasta,20,CL,1608481857,68,-23.65,-70.4,68.0,16.11
429,raymondville,90,US,1608481857,100,26.48,-97.78,57.2,6.4
430,nishihara,75,JP,1608481857,51,26.18,127.76,62.6,12.75
431,flin flon,75,CA,1608481857,83,54.77,-101.86,-5.8,4.7
432,ekibastuz,100,KZ,1608481857,90,51.67,75.37,-3.05,15.48
433,togur,0,RU,1608481857,89,58.36,82.83,-10.68,7.09
434,erzin,0,TR,1608481857,64,36.96,36.2,63.0,7.0
435,kenai,40,US,1608481858,85,60.55,-151.26,16.0,4.09
436,manacapuru,75,BR,1608481858,78,-3.3,-60.62,82.4,5.82
437,nortelandia,9,BR,1608481858,36,-14.45,-56.8,97.81,3.2
438,acarigua,40,VE,1608481858,51,9.55,-69.2,84.2,10.29
439,mbuji-mayi,78,CD,1608481858,88,-6.15,23.6,69.84,3.85
440,smestad,99,NO,1608481859,97,59.93,10.67,46.0,4.0
441,sretensk,7,RU,1608481859,89,52.25,117.71,4.08,3.02
442,iguape,97,BR,1608481766,48,-24.71,-47.56,93.22,4.61
443,mabaruma,10,GY,1608481859,61,8.2,-59.78,85.57,5.64
444,evanston,20,US,1608481859,69,42.04,-87.69,36.0,14.99
445,oparino,100,RU,1608481860,96,59.85,48.28,13.5,9.73
446,veshenskaya,90,RU,1608481860,96,49.63,41.73,19.71,11.99
447,jardim,37,BR,1608481860,34,-21.48,-56.14,98.44,3.89
448,soyo,20,AO,1608481860,66,-6.13,12.37,86.0,8.05
449,bilma,2,NE,1608481860,24,18.69,12.92,67.89,4.72
450,krasnovishersk,100,RU,1608481860,95,60.41,57.08,11.17,9.15
451,castro verde,20,PT,1608481861,67,37.7,-8.09,62.01,4.7
452,los negros,75,BO,1608481861,66,-17.73,-63.43,87.8,16.11
453,chegdomyn,89,RU,1608481861,86,51.12,133.02,-19.35,1.66
454,bud,90,US,1608481861,93,39.45,-86.18,37.0,8.05
455,dunhua,0,CN,1608481861,88,43.37,128.24,7.12,7.96
456,svirsk,73,RU,1608481861,90,53.09,103.33,10.96,2.37
457,amahai,100,ID,1608481862,80,-3.33,128.92,79.25,3.24
458,dzaoudzi,0,YT,1608481862,74,-12.79,45.27,82.4,3.36
459,linjiang,0,CN,1608481862,80,41.81,126.91,11.82,2.28
460,quatre cocos,40,MU,1608481862,78,-20.21,57.76,79.0,9.17
461,okhotsk,82,RU,1608481863,88,59.38,143.3,-15.03,9.86
462,fortuna,90,US,1608481863,100,40.6,-124.16,53.01,6.93
463,quang ngai,100,VN,1608481863,87,15.12,108.8,67.37,13.13
464,sioux lookout,90,CA,1608481787,78,50.1,-91.92,12.2,6.93
465,akola,49,IN,1608481863,32,20.73,77.0,61.07,3.02
466,hoctun,20,MX,1608481863,74,20.87,-89.2,82.0,6.93
467,petropavlovka,53,RU,1608481863,87,50.61,105.32,2.1,4.12
468,qiongshan,20,CN,1608481864,63,20.01,110.35,60.8,8.95
469,sisimiut,99,GL,1608481641,83,66.94,-53.67,14.68,15.39
470,karratha,48,AU,1608481864,47,-20.74,116.85,87.35,17.43
471,pochutla,40,MX,1608481864,61,15.74,-96.47,82.99,4.38
472,wyndham,90,US,1608481864,93,37.7,-77.61,39.99,9.17
473,altay,100,CN,1608481865,79,47.87,88.12,14.72,2.75
474,chumikan,92,RU,1608481865,82,54.72,135.31,-7.51,27.38
475,russell,90,US,1608481865,93,32.35,-85.2,52.0,3.36
476,sorland,75,NO,1608481865,81,67.67,12.69,46.4,26.4
477,kijang,0,KR,1608481866,46,35.24,129.21,28.4,8.05
478,kamaishi,8,JP,1608481866,90,39.27,141.88,24.82,5.48
479,maryville,90,US,1608481844,81,35.76,-83.97,43.0,3.38
480,lincoln,1,US,1608481767,60,40.8,-96.67,39.2,8.21
481,tessalit,0,ML,1608481866,19,20.2,1.01,74.14,10.85
482,ucluelet,90,CA,1608481809,93,48.93,-125.55,46.99,8.05
483,los alamos,1,US,1608481867,62,35.89,-106.31,28.0,4.99
484,shiraz,0,IR,1608481867,58,29.6,52.54,41.0,0.16
485,marsa matruh,20,EG,1608481867,55,31.35,27.25,64.4,4.7
486,george,75,ZA,1608481867,77,-33.96,22.46,69.8,13.87
487,suba,80,PH,1608481867,83,10.84,121.01,82.65,14.76
488,shihezi,36,CN,1608481867,84,44.3,86.03,6.03,1.61
489,fonte boa,69,BR,1608481867,80,-2.5,-66.27,85.66,1.86
490,mogadishu,18,SO,1608481867,83,2.04,45.34,79.97,16.37
491,grand gaube,0,MU,1608481868,77,-20.01,57.66,79.0,8.01
492,goure,0,NE,1608481868,15,13.98,10.27,82.99,4.0
493,guerrero negro,100,MX,1608481868,30,27.98,-114.06,63.72,4.07
494,zhigansk,74,RU,1608481868,80,66.77,123.37,-40.61,7.67
495,boali,20,CF,1608481868,41,4.8,18.13,96.8,2.24
496,bathsheba,40,BB,1608481869,74,13.22,-59.52,84.2,20.8
497,lipkovo,90,MK,1608481869,81,42.16,21.59,42.8,0.85
498,pangkalanbuun,99,ID,1608481869,96,-2.68,111.62,74.68,2.21
499,nome,1,US,1608481869,68,64.5,-165.41,-16.6,3.8
500,gatton,90,AU,1608481869,88,-27.55,152.28,75.2,4.7
501,la libertad,40,EC,1608481869,73,-2.23,-80.9,77.0,6.93
502,terrace bay,90,CA,1608481870,100,48.78,-87.1,32.0,9.17
503,demerval lobao,40,BR,1608481828,44,-5.36,-42.68,93.2,5.82
504,nyagan,99,RU,1608481702,91,62.14,65.39,11.97,12.24
505,marigot,40,MF,1608481759,66,18.07,-63.08,84.2,12.75
506,krasnaya gora,90,RU,1608481588,100,53.0,31.6,33.8,2.24
507,macedo de cavaleiros,6,PT,1608481870,99,41.54,-6.96,46.99,1.01
508,cedar city,1,US,1608481870,73,37.68,-113.06,23.0,3.13
509,waunakee,75,US,1608481871,86,43.19,-89.46,27.0,10.29
510,adwa,14,ET,1608481871,63,14.16,38.9,63.25,5.73
511,necochea,96,AR,1608481871,58,-38.55,-58.74,63.0,5.99
512,cabo san lucas,75,MX,1608481635,77,22.89,-109.91,64.4,3.36
513,xinmin,0,CN,1608481871,65,41.99,122.83,6.8,4.47
514,halden,75,NO,1608481871,87,59.12,11.39,46.4,16.11
515,pescara,82,IT,1608481871,93,42.33,13.95,50.0,2.24
516,zharkent,81,KZ,1608481871,87,44.16,80.0,18.23,3.15
517,tarabuco,90,BO,1608481872,87,-19.17,-64.92,53.6,11.41
518,ketchikan,90,US,1608481872,93,55.34,-131.65,37.4,3.36
519,jvari,100,GE,1608481872,72,42.72,42.05,41.05,2.37
520,broken hill,75,AU,1608481872,46,-31.95,141.43,69.8,11.41
521,dzhebariki-khaya,0,RU,1608481872,73,62.22,135.8,-43.13,2.57
522,jalu,0,LY,1608481873,57,29.03,21.55,59.9,10.94
523,noumea,0,NC,1608481873,94,-22.28,166.46,78.01,1.12
524,ossora,100,RU,1608481873,97,59.24,163.07,18.68,17.47
525,chicama,20,PE,1608481873,82,-7.84,-79.15,66.2,10.29
526,mizan teferi,46,ET,1608481873,58,6.98,35.58,67.82,1.9
527,mount darwin,100,ZW,1608481859,81,-16.77,31.58,73.71,4.72
528,qunduz,100,AF,1608481873,87,36.73,68.86,40.15,2.04
529,keetmanshoop,92,NA,1608481874,29,-26.58,18.13,87.48,13.62
530,chivilcoy,0,AR,1608481874,44,-34.9,-60.02,71.01,11.99
531,rudnogorsk,100,RU,1608481874,94,57.26,103.75,5.45,0.4
532,tuatapere,100,NZ,1608481874,92,-46.13,167.68,46.0,1.01
533,dongsheng,2,CN,1608481869,92,39.82,109.98,12.56,6.26
534,khed brahma,96,IN,1608481874,29,24.03,73.05,63.07,5.14
535,qasigiannguit,20,GL,1608481875,43,68.82,-51.19,12.2,11.41
536,nacala,23,MZ,1608481875,78,-14.54,40.67,81.48,4.79
537,aras,0,ES,1608481875,71,42.56,-2.36,51.8,10.29
538,ornskoldsvik,84,SE,1608481875,100,63.29,18.72,39.2,8.05
539,rimbey,33,CA,1608481875,55,52.63,-114.24,33.8,9.17
540,dongying,0,CN,1608481875,82,37.46,118.49,29.61,3.47
541,sainthia,97,IN,1608481875,72,23.95,87.67,59.0,5.82
542,grand-lahou,65,CI,1608481876,76,5.14,-5.02,82.08,7.14
543,basoko,26,CD,1608481876,58,1.24,23.62,80.74,1.86
544,port lincoln,99,AU,1608481876,87,-34.73,135.87,58.42,12.39
545,moranbah,1,AU,1608481876,80,-22.0,148.05,74.62,7.58
546,kindu,58,CD,1608481751,84,-2.95,25.95,76.08,2.66
547,bontang,96,ID,1608481876,85,0.13,117.5,78.78,9.1
548,itoman,75,JP,1608481877,63,26.12,127.67,62.6,13.87
549,kuliyapitiya,90,LK,1608481877,94,7.47,80.04,77.0,4.7
550,hun,0,LY,1608481877,41,29.13,15.95,64.74,12.95
551,byron bay,90,AU,1608481877,94,-28.65,153.62,73.4,1.12
552,oeiras,34,BR,1608481877,38,-7.03,-42.13,96.64,1.7
553,tutoia,20,BR,1608481877,59,-2.76,-42.27,89.6,19.46
554,honningsvag,75,NO,1608481877,80,70.98,25.97,30.2,18.34
555,taoudenni,0,ML,1608481878,22,22.68,-3.98,73.51,12.91
556,puerto quijarro,46,BO,1608481878,25,-17.78,-57.77,102.88,7.07
557,saint-raymond,100,CA,1608481878,86,45.47,-73.61,30.99,4.7
558,limpapa,90,PH,1608481878,94,7.12,121.91,78.8,6.93
559,sur,3,OM,1608481878,67,22.57,59.53,71.1,10.45
560,labrea,85,BR,1608481656,54,-7.26,-64.8,88.61,5.03
561,itarema,9,BR,1608481879,56,-2.92,-39.92,87.51,19.33
562,chlumec,94,CZ,1608481879,92,50.7,13.94,36.0,14.0
563,bria,13,CF,1608481879,18,6.54,21.99,80.91,3.56
564,kupang,100,ID,1608481879,82,-10.17,123.58,80.94,12.26
565,kashi,36,CN,1608481879,79,39.45,75.98,19.4,2.24
566,camocim,40,BR,1608481879,51,-2.9,-40.84,89.76,18.9
567,dullewala,98,PK,1608481879,31,31.84,71.44,60.35,3.33
568,tres arroyos,91,AR,1608481880,49,-38.37,-60.28,63.39,18.7
569,sungaipenuh,100,ID,1608481880,80,-2.08,101.38,64.44,2.93
570,sao joao da barra,20,BR,1608481880,52,-21.64,-41.05,91.4,13.87
571,natal,40,BR,1608481802,74,-5.79,-35.21,86.0,13.87
